"Date","Price","Open","High","Low","Vol.","Change %"
"10/03/2018","469.91","470.46","471.90","469.84","3.79M","0.03%"
"10/02/2018","469.77","468.82","469.88","464.07","5.61M","-0.27%"
"10/01/2018","471.03","465.73","471.84","465.73","4.65M","1.37%"
"09/28/2018","464.65","470.51","471.16","462.81","5.67M","-1.24%"
"09/27/2018","470.48","470.18","471.07","466.23","5.20M","-0.03%"
"09/26/2018","470.60","471.05","471.70","468.26","4.46M","-0.01%"
"09/25/2018","470.67","463.93","470.67","463.90","5.27M","1.55%"
"09/24/2018","463.50","463.36","464.91","461.39","4.19M","-0.13%"
"09/21/2018","464.10","460.39","464.10","460.02","10.00M","0.99%"
"09/20/2018","459.54","460.05","461.61","458.33","5.79M","0.12%"
"09/19/2018","458.99","461.64","461.64","458.07","6.54M","-0.45%"
"09/18/2018","461.08","455.27","461.08","453.77","5.31M","0.96%"
"09/17/2018","456.71","460.45","460.61","455.72","3.84M","-0.78%"
"09/14/2018","460.31","458.73","461.16","457.85","4.22M","0.72%"
"09/13/2018","457.02","453.81","459.85","453.71","5.95M","0.66%"
"09/12/2018","454.04","457.67","460.56","450.18","6.14M","-0.68%"
"09/11/2018","457.13","458.93","460.07","453.91","4.53M","-0.20%"
"09/10/2018","458.03","454.48","460.28","453.41","4.26M","0.60%"
"09/07/2018","455.29","452.74","455.29","450.69","5.35M","0.46%"
"09/06/2018","453.20","459.05","459.14","452.56","6.03M","-1.18%"
"09/05/2018","458.63","472.59","472.59","458.62","6.34M","-3.04%"
"09/04/2018","473.00","481.05","481.90","471.43","4.54M","-1.48%"
"09/03/2018","480.09","479.40","481.09","476.98","3.02M","0.25%"
"08/31/2018","478.88","480.81","480.81","477.32","5.06M","-0.65%"
"08/30/2018","482.01","482.95","482.95","478.80","4.18M","-0.31%"
"08/29/2018","483.51","483.34","484.05","481.69","3.70M","0.25%"
"08/28/2018","482.31","484.53","486.63","482.31","4.50M","-0.40%"
